Canned Response ID,Title,Content,Account ID,Created At,Updated At,Content HTML,Folder ID,Folder Name,Visibility,Group Names
99000000001,Làm thế nào để đóng tài khoản Ví điện tử Zalopay?,"Quay lại
Làm thế nào để đóng tài khoản Ví điện tử Zalopay?
Nếu không còn nhu cầu sử dụng ví Zalopay và muốn đảm bảo an toàn, bạn có thể yêu cầu đóng tài khoản theo các bước sau:
Mở ứng dụng Zalopay và truy cập vào
Tài khoản
.
Chọn
Trung tâm bảo mật
→
Bảo mật tài khoản
.
Cuộn xuống cuối màn hình và chọn
Đóng tài khoản
. Nhập mật khẩu thanh toán.
Đánh dấu vào ô ""Tôi đồng ý với…"" và nhấn
Tiếp tục
.
Chọn
Đồng ý
và
Gửi yêu cầu
.
Lưu ý:
Trước khi yêu cầu đóng tài khoản, bạn cần đảm bảo:
Đã huỷ liên kết tất cả các ngân hàng.
Rút hết tiền từ ví và không còn số dư.
Hủy các dịch vụ tài chính liên quan (như tài khoản tiết kiệm, tài khoản trả sau, số dư sinh lời).
Hủy liên kết với các đối tác khác và đảm bảo không còn giao dịch nào đang chờ xử lý.
Zalopay sẽ xử lý yêu cầu trong vòng
6 tháng
. Trong khoảng thời gian này, nếu bạn muốn sử dụng lại tài khoản, hãy liên hệ tổng đài
1900 545436
để yêu cầu mở khóa. Sau thời hạn 6 tháng, tài khoản sẽ bị đóng vĩnh viễn và mọi dữ liệu sẽ bị xoá hoàn toàn, không thể khôi phục
Câu hỏi liên quan
Cách khoá tài khoản Zalopay
Cách mở khoá tài khoản Zalopay",943939,2026-06-16 09:59:35 +0530,2026-06-16 09:59:35 +0530,"<p>Quay lại</p><p>Làm thế nào để đóng tài khoản Ví điện tử Zalopay?</p><p>Nếu không còn nhu cầu sử dụng ví Zalopay và muốn đảm bảo an toàn, bạn có thể yêu cầu đóng tài khoản theo các bước sau:</p><p>Mở ứng dụng Zalopay và truy cập vào</p><p>Tài khoản</p><p>.</p><p>Chọn</p><p>Trung tâm bảo mật</p><p>→</p><p>Bảo mật tài khoản</p><p>.</p><p>Cuộn xuống cuối màn hình và chọn</p><p>Đóng tài khoản</p><p>. Nhập mật khẩu thanh toán.</p><p>Đánh dấu vào ô ""Tôi đồng ý với…"" và nhấn</p><p>Tiếp tục</p><p>.</p><p>Chọn</p><p>Đồng ý</p><p>và</p><p>Gửi yêu cầu</p><p>.</p><p>Lưu ý:</p><p>Trước khi yêu cầu đóng tài khoản, bạn cần đảm bảo:</p><p>Đã huỷ liên kết tất cả các ngân hàng.</p><p>Rút hết tiền từ ví và không còn số dư.</p><p>Hủy các dịch vụ tài chính liên quan (như tài khoản tiết kiệm, tài khoản trả sau, số dư sinh lời).</p><p>Hủy liên kết với các đối tác khác và đảm bảo không còn giao dịch nào đang chờ xử lý.</p><p>Zalopay sẽ xử lý yêu cầu trong vòng</p><p>6 tháng</p><p>. Trong khoảng thời gian này, nếu bạn muốn sử dụng lại tài khoản, hãy liên hệ tổng đài</p><p>1900 545436</p><p>để yêu cầu mở khóa. Sau thời hạn 6 tháng, tài khoản sẽ bị đóng vĩnh viễn và mọi dữ liệu sẽ bị xoá hoàn toàn, không thể khôi phục</p><p>Câu hỏi liên quan</p><p>Cách khoá tài khoản Zalopay</p><p>Cách mở khoá tài khoản Zalopay</p>",43000108971,FAQ ZaloPay,Available to all,
99000000002,Cách khoá tài khoản Zalopay,"Quay lại
Cách khoá tài khoản Zalopay
Trong trường hợp cần khóa khẩn cấp, bạn hãy liên hệ tổng đài
1900 5454 36
(nhấn phím 1, sau đó nhấn phím 1) để được hỗ trợ kịp thời hoặc chọn Liên hệ Chăm sóc khách hàng nhé
Khi liên hệ tổng đài, Zalopay khuyến khích bạn sử dụng đúng số điện thoại Zalopay để thuận tiện hỗ trợ. Tuy nhiên trong các tình huống cần khoá ví khẩn cấp, bạn có thể dùng số điện thoại của người thân, bạn bè để liên hệ.
Để mở khóa, bạn cần dùng đúng số điện thoại Zalopay liên hệ tổng đài và cung cấp các chứng từ cần thiết để được hỗ trợ xác minh chủ ví nhé.
Câu hỏi liên quan
Làm thế nào để đóng tài khoản Ví điện tử Zalopay?
Cách mở khoá tài khoản Zalopay",943939,2026-06-16 09:59:35 +0530,2026-06-16 09:59:35 +0530,"<p>Quay lại</p><p>Cách khoá tài khoản Zalopay</p><p>Trong trường hợp cần khóa khẩn cấp, bạn hãy liên hệ tổng đài</p><p>1900 5454 36</p><p>(nhấn phím 1, sau đó nhấn phím 1) để được hỗ trợ kịp thời hoặc chọn Liên hệ Chăm sóc khách hàng nhé</p><p>Khi liên hệ tổng đài, Zalopay khuyến khích bạn sử dụng đúng số điện thoại Zalopay để thuận tiện hỗ trợ. Tuy nhiên trong các tình huống cần khoá ví khẩn cấp, bạn có thể dùng số điện thoại của người thân, bạn bè để liên hệ.</p><p>Để mở khóa, bạn cần dùng đúng số điện thoại Zalopay liên hệ tổng đài và cung cấp các chứng từ cần thiết để được hỗ trợ xác minh chủ ví nhé.</p><p>Câu hỏi liên quan</p><p>Làm thế nào để đóng tài khoản Ví điện tử Zalopay?</p><p>Cách mở khoá tài khoản Zalopay</p>",43000108971,FAQ ZaloPay,Available to all,
99000000003,Cách mở khoá tài khoản Zalopay,"Quay lại
Cách mở khoá tài khoản Zalopay
Để mở khoá một tài khoản Zalopay đang bị tạm khoá, bạn hãy liên hệ tổng đài
1900 5454 36
. Tổng đài viên sẽ xác minh thông tin và hỗ trợ chi tiết.
Câu hỏi liên quan
Làm thế nào để đóng tài khoản Ví điện tử Zalopay?
Cách khoá tài khoản Zalopay",943939,2026-06-16 09:59:35 +0530,2026-06-16 09:59:35 +0530,"<p>Quay lại</p><p>Cách mở khoá tài khoản Zalopay</p><p>Để mở khoá một tài khoản Zalopay đang bị tạm khoá, bạn hãy liên hệ tổng đài</p><p>1900 5454 36</p><p>. Tổng đài viên sẽ xác minh thông tin và hỗ trợ chi tiết.</p><p>Câu hỏi liên quan</p><p>Làm thế nào để đóng tài khoản Ví điện tử Zalopay?</p><p>Cách khoá tài khoản Zalopay</p>",43000108971,FAQ ZaloPay,Available to all,
99000000004,Gửi yêu cầu định danh nhưng chưa được duyệt,"Quay lại
Gửi yêu cầu định danh nhưng chưa được duyệt
Thông tin định danh,  sẽ được xét duyệt trong vòng 24h kể từ khi gửi yêu cầu. Sau đó kết quả xét duyệt được gửi đến bạn qua tin nhắn Zalo và mục Thông báo trên ứng dụng
Nếu đã qua 24h bạn chưa được xử lý hãy gửi yêu cầu để Zalopay ưu tiên hỗ trợ bạn nhé
Câu hỏi liên quan
Cách định danh tài khoản Zalopay
Gặp lỗi khi gửi yêu cầu định danh
Tại sao tôi không thể sử dụng số dư tài khoản Zalopay để thực hiện giao dịch?
Điều chỉnh thông tin định danh
Cách thực hiện sinh trắc học bằng VNeID khi điện thoại không hỗ trợ NFC hoặc sinh trắc học
Tôi chưa thực hiện định danh thì có sử dụng dược các dịch vụ của Zalopay không?",943939,2026-06-16 09:59:35 +0530,2026-06-16 09:59:35 +0530,"<p>Quay lại</p><p>Gửi yêu cầu định danh nhưng chưa được duyệt</p><p>Thông tin định danh,  sẽ được xét duyệt trong vòng 24h kể từ khi gửi yêu cầu. Sau đó kết quả xét duyệt được gửi đến bạn qua tin nhắn Zalo và mục Thông báo trên ứng dụng</p><p>Nếu đã qua 24h bạn chưa được xử lý hãy gửi yêu cầu để Zalopay ưu tiên hỗ trợ bạn nhé</p><p>Câu hỏi liên quan</p><p>Cách định danh tài khoản Zalopay</p><p>Gặp lỗi khi gửi yêu cầu định danh</p><p>Tại sao tôi không thể sử dụng số dư tài khoản Zalopay để thực hiện giao dịch?</p><p>Điều chỉnh thông tin định danh</p><p>Cách thực hiện sinh trắc học bằng VNeID khi điện thoại không hỗ trợ NFC hoặc sinh trắc học</p><p>Tôi chưa thực hiện định danh thì có sử dụng dược các dịch vụ của Zalopay không?</p>",43000108971,FAQ ZaloPay,Available to all,
99000000005,Cách định danh tài khoản Zalopay,"Quay lại
Cách định danh tài khoản Zalopay
Truy cập
vào phần
Tài khoản
trên ứng dụng ZaloPay.
Nhấn chọn
ảnh đại diện
của bạn.
Chọn dòng thông báo liên quan đến
định danh
.
Chụp ảnh
Căn cước công dân và
chân dung
của bạn theo hướng dẫn.
Chờ Zalopay
xét duyệt
.
Lưu ý:
Chỉ hỗ trợ định danh bằng
Căn cước công dân gắn chip
của Việt Nam.
Ảnh chụp trực tiếp
từ giấy tờ, không dùng ảnh scan hay photocopy.
Mỗi giấy tờ chỉ định danh tối đa cho
2 tài khoản Zalopay
.
Giấy tờ phải là của
chính chủ ví
, không được dùng thông tin của người khác.
Câu hỏi liên quan
Gửi yêu cầu định danh nhưng chưa được duyệt
Gặp lỗi khi gửi yêu cầu định danh
Tại sao tôi không thể sử dụng số dư tài khoản Zalopay để thực hiện giao dịch?
Điều chỉnh thông tin định danh
Cách thực hiện sinh trắc học bằng VNeID khi điện thoại không hỗ trợ NFC hoặc sinh trắc học
Tôi chưa thực hiện định danh thì có sử dụng dược các dịch vụ của Zalopay không?",943939,2026-06-16 09:59:35 +0530,2026-06-16 09:59:35 +0530,"<p>Quay lại</p><p>Cách định danh tài khoản Zalopay</p><p>Truy cập</p><p>vào phần</p><p>Tài khoản</p><p>trên ứng dụng ZaloPay.</p><p>Nhấn chọn</p><p>ảnh đại diện</p><p>của bạn.</p><p>Chọn dòng thông báo liên quan đến</p><p>định danh</p><p>.</p><p>Chụp ảnh</p><p>Căn cước công dân và</p><p>chân dung</p><p>của bạn theo hướng dẫn.</p><p>Chờ Zalopay</p><p>xét duyệt</p><p>.</p><p>Lưu ý:</p><p>Chỉ hỗ trợ định danh bằng</p><p>Căn cước công dân gắn chip</p><p>của Việt Nam.</p><p>Ảnh chụp trực tiếp</p><p>từ giấy tờ, không dùng ảnh scan hay photocopy.</p><p>Mỗi giấy tờ chỉ định danh tối đa cho</p><p>2 tài khoản Zalopay</p><p>.</p><p>Giấy tờ phải là của</p><p>chính chủ ví</p><p>, không được dùng thông tin của người khác.</p><p>Câu hỏi liên quan</p><p>Gửi yêu cầu định danh nhưng chưa được duyệt</p><p>Gặp lỗi khi gửi yêu cầu định danh</p><p>Tại sao tôi không thể sử dụng số dư tài khoản Zalopay để thực hiện giao dịch?</p><p>Điều chỉnh thông tin định danh</p><p>Cách thực hiện sinh trắc học bằng VNeID khi điện thoại không hỗ trợ NFC hoặc sinh trắc học</p><p>Tôi chưa thực hiện định danh thì có sử dụng dược các dịch vụ của Zalopay không?</p>",43000108971,FAQ ZaloPay,Available to all,
99000000006,Gặp lỗi khi gửi yêu cầu định danh,"Quay lại
Gặp lỗi khi gửi yêu cầu định danh
Thông thường bạn không thể gửi định danh do Giấy tờ tùy thân của bạn đã được định danh cho hai tài khoản nên bạn không thể định danh được nữa.
Nếu bạn gặp lỗi khác không thể gửi yêu cầu định danh, hãy bấm gửi yêu cầu và cung cấp các thông tin như hướng dẫn để Zalopay hỗ trợ bạn nhé!
Câu hỏi liên quan
Gửi yêu cầu định danh nhưng chưa được duyệt
Cách định danh tài khoản Zalopay
Tại sao tôi không thể sử dụng số dư tài khoản Zalopay để thực hiện giao dịch?
Điều chỉnh thông tin định danh
Cách thực hiện sinh trắc học bằng VNeID khi điện thoại không hỗ trợ NFC hoặc sinh trắc học
Tôi chưa thực hiện định danh thì có sử dụng dược các dịch vụ của Zalopay không?",943939,2026-06-16 09:59:35 +0530,2026-06-16 09:59:35 +0530,"<p>Quay lại</p><p>Gặp lỗi khi gửi yêu cầu định danh</p><p>Thông thường bạn không thể gửi định danh do Giấy tờ tùy thân của bạn đã được định danh cho hai tài khoản nên bạn không thể định danh được nữa.</p><p>Nếu bạn gặp lỗi khác không thể gửi yêu cầu định danh, hãy bấm gửi yêu cầu và cung cấp các thông tin như hướng dẫn để Zalopay hỗ trợ bạn nhé!</p><p>Câu hỏi liên quan</p><p>Gửi yêu cầu định danh nhưng chưa được duyệt</p><p>Cách định danh tài khoản Zalopay</p><p>Tại sao tôi không thể sử dụng số dư tài khoản Zalopay để thực hiện giao dịch?</p><p>Điều chỉnh thông tin định danh</p><p>Cách thực hiện sinh trắc học bằng VNeID khi điện thoại không hỗ trợ NFC hoặc sinh trắc học</p><p>Tôi chưa thực hiện định danh thì có sử dụng dược các dịch vụ của Zalopay không?</p>",43000108971,FAQ ZaloPay,Available to all,
99000000007,Tại sao tôi không thể sử dụng số dư tài khoản Zalopay để thực hiện giao dịch?,"Quay lại
Tại sao tôi không thể sử dụng số dư tài khoản Zalopay để thực hiện giao dịch?
Theo qui định bạn cần hoàn thành định danh và liên kết ngân hàng để tiếp tục sử dụng số dư tài khoản Zalopay, đồng thời, bạn sẽ nhận được những lợi ích sau:
Thêm khiên chắn bảo mật tài khoản với lớp xác thực thông tin cá nhân.
Phòng chống kẻ xấu giả mạo và lợi dụng tài khoản.
Hạn mức giao dịch đến 100.000.000đ.
Được hỗ trợ nhanh chóng hơn khi gửi yêu cầu hỗ trợ đến bộ phận chăm sóc khách hàng.
Bạn hãy chọn mục
Nâng cấp tài khoản
bên dưới sau đó thực hiện Liên kết ngay hoặc Định danh đế tiếp tục thực hiện giao dịch nhé.
Câu hỏi liên quan
Gửi yêu cầu định danh nhưng chưa được duyệt
Cách định danh tài khoản Zalopay
Gặp lỗi khi gửi yêu cầu định danh
Điều chỉnh thông tin định danh
Cách thực hiện sinh trắc học bằng VNeID khi điện thoại không hỗ trợ NFC hoặc sinh trắc học
Tôi chưa thực hiện định danh thì có sử dụng dược các dịch vụ của Zalopay không?",943939,2026-06-16 09:59:35 +0530,2026-06-16 09:59:35 +0530,"<p>Quay lại</p><p>Tại sao tôi không thể sử dụng số dư tài khoản Zalopay để thực hiện giao dịch?</p><p>Theo qui định bạn cần hoàn thành định danh và liên kết ngân hàng để tiếp tục sử dụng số dư tài khoản Zalopay, đồng thời, bạn sẽ nhận được những lợi ích sau:</p><p>Thêm khiên chắn bảo mật tài khoản với lớp xác thực thông tin cá nhân.</p><p>Phòng chống kẻ xấu giả mạo và lợi dụng tài khoản.</p><p>Hạn mức giao dịch đến 100.000.000đ.</p><p>Được hỗ trợ nhanh chóng hơn khi gửi yêu cầu hỗ trợ đến bộ phận chăm sóc khách hàng.</p><p>Bạn hãy chọn mục</p><p>Nâng cấp tài khoản</p><p>bên dưới sau đó thực hiện Liên kết ngay hoặc Định danh đế tiếp tục thực hiện giao dịch nhé.</p><p>Câu hỏi liên quan</p><p>Gửi yêu cầu định danh nhưng chưa được duyệt</p><p>Cách định danh tài khoản Zalopay</p><p>Gặp lỗi khi gửi yêu cầu định danh</p><p>Điều chỉnh thông tin định danh</p><p>Cách thực hiện sinh trắc học bằng VNeID khi điện thoại không hỗ trợ NFC hoặc sinh trắc học</p><p>Tôi chưa thực hiện định danh thì có sử dụng dược các dịch vụ của Zalopay không?</p>",43000108971,FAQ ZaloPay,Available to all,
99000000008,Điều chỉnh thông tin định danh,"Quay lại
Điều chỉnh thông tin định danh
Trường hợp tài khoản đã được định danh bằng giấy tờ của bạn nhưng một số trong các thông tin định danh chưa chính xác như trên giấy tờ, bạn có thể điều chỉnh thông tin bằng cách:
Chọn vào mục “Thông tin cá nhân” bên dưới
Chọn ""Kiểm tra thông tin"", và nhập mật khẩu thanh toán để tiếp tục
Chọn ""Chỉnh sửa thông tin"" và làm theo hướng dẫn
Hiện Zalopay chỉ đang hỗ trợ định danh tài khoản bằng căn cước công dân được nhà nước Việt Nam cấp. Để tránh gián đoạn khi sử dụng dịch vụ, Zalopay khuyến cáo bạn nên sớm làm mới giấy tờ tùy thân và cập nhật thông tin định danh trước khi giấy tờ hết hạn.
Câu hỏi liên quan
Gửi yêu cầu định danh nhưng chưa được duyệt
Cách định danh tài khoản Zalopay
Gặp lỗi khi gửi yêu cầu định danh
Tại sao tôi không thể sử dụng số dư tài khoản Zalopay để thực hiện giao dịch?
Cách thực hiện sinh trắc học bằng VNeID khi điện thoại không hỗ trợ NFC hoặc sinh trắc học
Tôi chưa thực hiện định danh thì có sử dụng dược các dịch vụ của Zalopay không?",943939,2026-06-16 09:59:35 +0530,2026-06-16 09:59:35 +0530,"<p>Quay lại</p><p>Điều chỉnh thông tin định danh</p><p>Trường hợp tài khoản đã được định danh bằng giấy tờ của bạn nhưng một số trong các thông tin định danh chưa chính xác như trên giấy tờ, bạn có thể điều chỉnh thông tin bằng cách:</p><p>Chọn vào mục “Thông tin cá nhân” bên dưới</p><p>Chọn ""Kiểm tra thông tin"", và nhập mật khẩu thanh toán để tiếp tục</p><p>Chọn ""Chỉnh sửa thông tin"" và làm theo hướng dẫn</p><p>Hiện Zalopay chỉ đang hỗ trợ định danh tài khoản bằng căn cước công dân được nhà nước Việt Nam cấp. Để tránh gián đoạn khi sử dụng dịch vụ, Zalopay khuyến cáo bạn nên sớm làm mới giấy tờ tùy thân và cập nhật thông tin định danh trước khi giấy tờ hết hạn.</p><p>Câu hỏi liên quan</p><p>Gửi yêu cầu định danh nhưng chưa được duyệt</p><p>Cách định danh tài khoản Zalopay</p><p>Gặp lỗi khi gửi yêu cầu định danh</p><p>Tại sao tôi không thể sử dụng số dư tài khoản Zalopay để thực hiện giao dịch?</p><p>Cách thực hiện sinh trắc học bằng VNeID khi điện thoại không hỗ trợ NFC hoặc sinh trắc học</p><p>Tôi chưa thực hiện định danh thì có sử dụng dược các dịch vụ của Zalopay không?</p>",43000108971,FAQ ZaloPay,Available to all,
99000000009,Cách thực hiện sinh trắc học bằng VNeID khi điện thoại không hỗ trợ NFC hoặc sinh trắc học,"Quay lại
Cách thực hiện sinh trắc học bằng VNeID khi điện thoại không hỗ trợ NFC hoặc sinh trắc học
🔹 Bước 1: Cài đặt ứng dụng Zalopay phiên bản 10.8.0 trở lên
🔹 Bước 2: Đảm bảo tài khoản VNeID đã xác thực mức độ 2
🔹 Bước 3: Trên Zalopay, vào mục “Thực hiện Sinh trắc học” → chọn “Kết nối VNeID”
🔹 Bước 4: Nhập số CCCD/Căn cước công dân
🔹 Bước 5: Chụp ảnh chân dung để xác minh
🔹 Bước 6: Đăng nhập tài khoản VNeID và đồng ý chia sẻ thông tin với Zalopay
⚠️ Lưu ý:
Bạn cần cài sẵn ứng dụng VNeID trên thiết bị
Tài khoản VNeID phải được định danh mức 2 (đã xác thực thành công trên VNeID)
Câu hỏi liên quan
Gửi yêu cầu định danh nhưng chưa được duyệt
Cách định danh tài khoản Zalopay
Gặp lỗi khi gửi yêu cầu định danh
Tại sao tôi không thể sử dụng số dư tài khoản Zalopay để thực hiện giao dịch?
Điều chỉnh thông tin định danh
Tôi chưa thực hiện định danh thì có sử dụng dược các dịch vụ của Zalopay không?",943939,2026-06-16 09:59:35 +0530,2026-06-16 09:59:35 +0530,"<p>Quay lại</p><p>Cách thực hiện sinh trắc học bằng VNeID khi điện thoại không hỗ trợ NFC hoặc sinh trắc học</p><p>🔹 Bước 1: Cài đặt ứng dụng Zalopay phiên bản 10.8.0 trở lên</p><p>🔹 Bước 2: Đảm bảo tài khoản VNeID đã xác thực mức độ 2</p><p>🔹 Bước 3: Trên Zalopay, vào mục “Thực hiện Sinh trắc học” → chọn “Kết nối VNeID”</p><p>🔹 Bước 4: Nhập số CCCD/Căn cước công dân</p><p>🔹 Bước 5: Chụp ảnh chân dung để xác minh</p><p>🔹 Bước 6: Đăng nhập tài khoản VNeID và đồng ý chia sẻ thông tin với Zalopay</p><p>⚠️ Lưu ý:</p><p>Bạn cần cài sẵn ứng dụng VNeID trên thiết bị</p><p>Tài khoản VNeID phải được định danh mức 2 (đã xác thực thành công trên VNeID)</p><p>Câu hỏi liên quan</p><p>Gửi yêu cầu định danh nhưng chưa được duyệt</p><p>Cách định danh tài khoản Zalopay</p><p>Gặp lỗi khi gửi yêu cầu định danh</p><p>Tại sao tôi không thể sử dụng số dư tài khoản Zalopay để thực hiện giao dịch?</p><p>Điều chỉnh thông tin định danh</p><p>Tôi chưa thực hiện định danh thì có sử dụng dược các dịch vụ của Zalopay không?</p>",43000108971,FAQ ZaloPay,Available to all,
99000000010,Tôi chưa thực hiện định danh thì có sử dụng dược các dịch vụ của Zalopay không?,"Quay lại
Tôi chưa thực hiện định danh thì có sử dụng dược các dịch vụ của Zalopay không?
Nếu bạn chưa thực hiện định danh, bạn
sẽ không thể sử dụng các dịch vụ  của ZaloPay
như:
Đăng ký các dịch vụ tài chính như tài khoản trả sau, số dư sinh lời, tài khoản chứng khoán, vay tiền nhanh
Dùng số dư ví để rút, chuyển tiền hoặc thanh toán.
Tham gia các chương trình khuyến mãi của Zalopay
Tuy nhiên, bạn vẫn có thể thanh toán các dịch vụ tại các đối tác liên kết với Zalopay bằng các cphương thức thanh toán sau:
Chuyển khoản ngân hàng.
Thẻ quốc tế (Visa, Mastercard).
Apple Pay hoặc các dịch vụ tương tự.
Hãy hoàn tất định danh tài khoản để sử dụng đầy đủ tính năng và tránh gián đoạn nhé!
Câu hỏi liên quan
Gửi yêu cầu định danh nhưng chưa được duyệt
Cách định danh tài khoản Zalopay
Gặp lỗi khi gửi yêu cầu định danh
Tại sao tôi không thể sử dụng số dư tài khoản Zalopay để thực hiện giao dịch?
Điều chỉnh thông tin định danh
Cách thực hiện sinh trắc học bằng VNeID khi điện thoại không hỗ trợ NFC hoặc sinh trắc học",943939,2026-06-16 09:59:35 +0530,2026-06-16 09:59:35 +0530,"<p>Quay lại</p><p>Tôi chưa thực hiện định danh thì có sử dụng dược các dịch vụ của Zalopay không?</p><p>Nếu bạn chưa thực hiện định danh, bạn</p><p>sẽ không thể sử dụng các dịch vụ  của ZaloPay</p><p>như:</p><p>Đăng ký các dịch vụ tài chính như tài khoản trả sau, số dư sinh lời, tài khoản chứng khoán, vay tiền nhanh</p><p>Dùng số dư ví để rút, chuyển tiền hoặc thanh toán.</p><p>Tham gia các chương trình khuyến mãi của Zalopay</p><p>Tuy nhiên, bạn vẫn có thể thanh toán các dịch vụ tại các đối tác liên kết với Zalopay bằng các cphương thức thanh toán sau:</p><p>Chuyển khoản ngân hàng.</p><p>Thẻ quốc tế (Visa, Mastercard).</p><p>Apple Pay hoặc các dịch vụ tương tự.</p><p>Hãy hoàn tất định danh tài khoản để sử dụng đầy đủ tính năng và tránh gián đoạn nhé!</p><p>Câu hỏi liên quan</p><p>Gửi yêu cầu định danh nhưng chưa được duyệt</p><p>Cách định danh tài khoản Zalopay</p><p>Gặp lỗi khi gửi yêu cầu định danh</p><p>Tại sao tôi không thể sử dụng số dư tài khoản Zalopay để thực hiện giao dịch?</p><p>Điều chỉnh thông tin định danh</p><p>Cách thực hiện sinh trắc học bằng VNeID khi điện thoại không hỗ trợ NFC hoặc sinh trắc học</p>",43000108971,FAQ ZaloPay,Available to all,
